,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v16,v17,v18,v19,v20,v21,classlabel
3094,h,g,25.75,t,0.875,a,f,491.0,5e-05,0,u,3.77,t,c,4910000.0,0,g,1,f,t,1
3095,v,g,29.25,t,5.04,b,t,168.0,0.0014789999999999998,5,u,2.85,t,aa,1680000.0,0,g,0,t,f,1
3096,v,g,36.0,t,2.0,a,t,0.0,0.0001,11,u,2.06,f,c,0.0,456,g,1,f,t,1
3097,v,g,31.67,t,3.0,b,t,250.0,0.0016164999999999999,9,u,2.84,f,d,2500000.0,730,g,1,f,t,1
3098,ff,g,60.08,t,18.0,b,t,0.0,0.00145,15,u,2.61,t,ff,0.0,1000,g,1,f,t,1
3099,v,g,22.33,t,2.0,b,t,80.0,0.0011,1,u,2.37,f,W,800000.0,278,g,0,t,f,1
3100,bb,g,40.0,t,3.5,b,t,0.0,0.00065,1,u,3.42,f,aa,0.0,500,g,1,f,t,1
3101,h,g,35.17,t,1.625,b,t,515.0,0.0025125,1,u,2.38,t,x,5150000.0,500,g,1,f,t,1
3102,bb,g,41.33,t,15.0,b,f,0.0,0.0,0,u,3.86,f,c,0.0,0,g,0,t,f,1
3103,h,g,20.75,t,0.335,a,t,80.0,0.0010335000000000001,1,u,4.1,t,cc,800000.0,50,g,0,t,f,1
3104,v,g,32.08,t,2.5,b,f,360.0,0.0004,0,u,2.9,t,m,3600000.0,0,g,0,t,f,1
3105,h,g,23.92,t,1.875,b,t,200.0,0.00015,6,u,4.05,f,d,2000000.0,327,g,0,t,f,1
3106,v,g,23.25,t,3.17,a,t,120.0,0.0005875,10,u,4.81,f,q,1200000.0,245,g,0,t,f,1
3107,h,g,46.67,t,0.415,a,t,440.0,4.6e-05,11,u,3.11,t,cc,4400000.0,6,g,1,f,t,1
3108,h,g,25.0,t,3.5,a,t,400.0,0.001233,6,u,4.72,f,cc,4000000.0,458,g,1,f,t,1
3109,v,g,25.5,t,0.25,b,t,260.0,3.75e-05,3,u,4.07,f,m,2600000.0,15108,g,1,f,t,1
3110,v,g,23.5,t,8.5,a,t,120.0,0.0009,5,u,3.24,t,q,1200000.0,0,g,1,f,t,1
3111,v,g,34.17,t,4.5,b,t,0.0,0.000917,12,u,4.0,t,c,0.0,221,g,1,f,t,1
3112,v,g,27.83,t,3.75,b,t,100.0,0.000154,5,u,1.8,t,W,1000000.0,3,g,0,t,f,1
3113,v,g,36.75,t,5.0,a,f,0.0,0.0005125,0,u,2.11,t,e,0.0,4000,g,1,f,t,1
3114,h,g,47.25,t,2.75,a,t,333.0,7.5e-05,1,u,3.51,f,q,3330000.0,892,g,1,f,t,1
3115,v,g,33.67,t,0.375,a,f,300.0,3.75e-05,0,u,3.85,f,cc,3000000.0,44,g,1,f,f,1
3116,h,g,45.0,t,14.0,b,t,88.0,0.00085,1,u,4.98,t,cc,880000.0,2000,g,0,t,f,1
3117,h,g,33.17,t,6.5,b,f,164.0,0.00010400000000000001,0,u,4.2,t,r,1640000.0,31285,g,1,f,t,1
3118,h,g,25.0,t,1.04,a,f,160.0,8.75e-05,0,u,3.12,t,x,1600000.0,5860,g,0,t,f,1
3119,v,g,26.67,t,1.0,b,t,160.0,0.000175,5,y,3.78,t,c,1600000.0,5777,p,0,t,f,1
3120,v,g,48.5,t,0.125,b,f,225.0,0.000425,0,u,2.73,t,m,2250000.0,0,g,0,t,f,1
3121,v,g,37.42,t,0.04,b,f,400.0,0.000204,0,u,3.13,t,W,4000000.0,5800,g,0,t,f,1
3122,n,g,18.0,t,0.21,b,f,200.0,1.65e-05,0,u,3.74,f,q,2000000.0,40,g,0,f,f,1
3123,ff,g,56.5,t,0.0,a,t,0.0,0.0016,15,u,2.96,f,j,0.0,247,g,0,t,f,1
3124,v,g,25.75,t,1.46,b,t,312.0,5e-05,5,u,4.35,t,c,3120000.0,0,g,0,t,f,1
3125,v,g,22.58,t,0.415,a,t,0.0,0.001075,5,u,4.91,t,q,0.0,560,g,0,t,f,1
3126,h,g,33.17,t,2.04,b,t,180.0,0.000304,1,y,1.76,t,c,1800000.0,18027,p,1,f,t,1
3127,h,g,32.0,t,0.04,b,f,393.0,0.000175,0,y,3.42,t,e,3930000.0,0,p,1,f,t,1
3128,h,g,40.83,t,1.75,a,f,29.0,0.001,0,u,3.47,f,q,290000.0,837,g,1,f,t,1
3129,v,g,59.67,t,0.125,b,f,260.0,0.000154,0,u,2.99,t,q,2600000.0,0,g,1,f,t,1
3130,v,g,42.5,t,3.165,b,f,52.0,0.0004915,0,y,3.97,t,W,520000.0,1442,p,1,f,t,1
3131,z,g,28.08,t,0.0,a,f,0.0,0.0015,0,y,3.13,f,e,0.0,13212,p,0,t,f,1
3132,v,g,37.75,t,0.125,a,f,228.0,0.00055,0,u,4.77,t,q,2280000.0,0,g,1,f,t,1
3133,v,g,53.92,t,8.665,b,t,0.0,0.0009625,5,u,2.2,f,e,0.0,0,g,1,f,t,1
3134,bb,g,47.67,t,15.0,b,t,0.0,2.8999999999999997e-05,20,u,2.57,f,c,0.0,15000,g,0,t,f,1
3135,v,s,23.25,t,0.835,b,f,300.0,0.0001,0,u,1.58,f,c,3000000.0,0,g,0,t,f,1
3136,h,g,22.67,t,2.585,b,f,0.0,0.000254,0,y,1.71,f,c,0.0,0,p,0,t,f,1
3137,ff,g,54.58,t,14.415,b,t,30.0,0.0009415,11,u,2.76,t,ff,300000.0,300,g,1,f,t,1
3138,h,g,34.25,t,7.415,b,f,0.0,0.0003,0,u,3.07,t,cc,0.0,0,g,0,t,f,1
3139,v,g,27.58,t,2.0,b,t,370.0,0.000204,3,y,2.98,t,aa,3700000.0,560,p,1,f,t,1
3140,j,g,46.0,t,0.0,a,f,100.0,0.0004,0,u,4.18,f,j,1000000.0,960,g,1,f,t,1
3141,v,g,60.92,t,4.0,a,t,0.0,0.0005,4,u,2.72,f,aa,0.0,99,g,1,f,t,1
3142,v,g,47.42,t,13.875,a,t,519.0,0.0003,2,u,2.91,t,x,5190000.0,1704,g,0,t,f,1
3143,h,g,37.33,t,4.25,b,t,93.0,0.00065,12,u,2.42,t,m,930000.0,0,g,1,f,t,1
3144,v,g,20.42,t,1.585,a,t,0.0,8.35e-05,1,u,2.31,f,q,0.0,0,g,0,t,f,1
3145,v,g,44.17,t,7.375,a,t,0.0,0.0006665,3,u,3.74,t,q,0.0,0,g,1,f,t,1
3146,n,g,34.75,t,5.375,b,t,0.0,0.0015,9,u,2.57,t,r,0.0,134,g,0,t,f,1
3147,v,s,20.5,t,2.5,b,f,40.0,0.001,0,y,5.33,f,c,400000.0,0,p,1,f,t,1
3148,j,s,22.67,t,2.25,b,f,0.0,1.65e-05,0,u,4.14,t,c,0.0,0,g,0,f,f,1
3149,h,g,22.08,t,2.165,b,f,128.0,8.3e-05,0,u,2.18,t,c,1280000.0,0,g,0,f,f,1
3150,v,s,42.83,t,4.58,b,f,0.0,0.0004625,0,u,4.12,f,q,0.0,0,g,1,f,t,1
3151,v,g,18.92,t,1.0,a,t,80.0,0.000925,4,y,3.12,t,c,800000.0,500,p,0,t,f,1
3152,v,g,20.67,t,0.165,a,t,100.0,0.0003,3,u,2.22,f,q,1000000.0,6,g,1,f,t,1
3153,v,g,32.33,t,0.04,a,f,440.0,5.4000000000000005e-05,0,u,3.1,f,cc,4400000.0,11177,g,1,f,t,1
3154,h,g,28.92,t,5.335,b,t,0.0,0.0015,11,u,3.11,f,c,0.0,2283,g,1,f,t,1
3155,v,g,52.83,t,5.5,a,t,0.0,0.0015,14,u,0.86,f,c,0.0,2200,g,1,f,t,1
3156,v,g,20.67,t,2.085,a,t,220.0,0.0001835,5,u,3.09,f,q,2200000.0,2503,g,0,t,f,1
3157,bb,g,36.25,t,2.5,b,t,0.0,0.0005,6,u,2.45,f,c,0.0,367,g,0,t,f,1
3158,h,g,20.33,t,1.0,a,t,50.0,0.001,4,u,2.55,f,c,500000.0,1465,g,0,t,f,1
3159,bb,g,25.75,t,0.25,b,f,349.0,7.5e-05,0,u,2.32,f,c,3490000.0,23,g,1,f,t,1
3160,v,g,28.17,t,0.585,a,t,80.0,3.75e-05,4,u,4.58,f,q,800000.0,0,g,1,f,t,1
3161,v,g,23.92,t,0.165,b,f,100.0,6.65e-05,0,u,1.87,f,c,1000000.0,0,g,0,f,f,1
3162,h,g,56.0,t,8.0,b,f,24.0,0.00125,0,u,2.26,t,k,240000.0,2028,g,0,t,f,1
3163,v,g,20.75,t,0.71,a,t,49.0,0.001025,2,u,2.65,t,q,490000.0,0,g,1,f,t,1
3164,bb,g,30.5,t,4.0,a,t,0.0,0.00065,7,u,6.04,t,c,0.0,3065,g,0,t,f,1
3165,v,g,45.83,t,5.0,a,t,0.0,0.00105,7,u,3.05,t,q,0.0,0,g,1,f,t,1
3166,v,g,39.0,t,3.5,b,t,0.0,0.0005,10,u,4.66,t,cc,0.0,0,g,1,f,t,1
3167,v,g,22.08,t,0.665,b,f,100.0,0.0011,0,u,3.63,f,cc,1000000.0,0,g,0,t,f,1
3168,v,g,28.25,t,4.75,b,t,420.0,0.0005125,2,u,3.5,f,x,4200000.0,7,g,0,t,f,1
3169,h,g,18.83,t,3.0,a,f,240.0,0.0004415,0,y,3.04,f,c,2400000.0,0,p,0,t,f,1
3170,v,g,28.67,t,2.5,a,t,300.0,0.00010400000000000001,5,u,2.03,t,c,3000000.0,1430,g,1,f,t,1
3171,v,g,22.5,t,2.46,a,f,164.0,0.0008460000000000001,0,y,4.0,f,x,1640000.0,0,p,0,f,f,1
3172,h,g,28.5,t,2.54,a,t,70.0,0.000304,1,y,1.13,f,x,700000.0,0,p,1,f,t,1
3173,v,g,19.17,t,1.5,b,f,120.0,0.00095,0,u,1.25,f,W,1200000.0,2206,g,1,f,t,1
3174,v,g,21.5,t,2.5,a,t,80.0,0.0006,3,u,4.02,f,aa,800000.0,918,g,1,f,t,1
3175,o,p,17.5,t,0.0,b,f,450.0,0.0022,0,l,2.87,t,ff,4500000.0,100000,gg,0,f,f,1
3176,v,g,26.67,t,5.25,b,t,211.0,0.000271,1,y,2.96,f,cc,2110000.0,0,p,1,f,t,1
3177,bb,g,34.42,t,3.25,b,t,274.0,0.000425,2,u,3.38,f,i,2740000.0,610,g,1,f,t,1
3178,ff,g,73.42,t,0.0,b,f,0.0,0.001775,0,u,2.83,t,ff,0.0,0,g,1,f,t,1
3179,h,g,23.0,t,0.5,a,t,300.0,0.001175,2,u,4.1,t,x,3000000.0,551,g,0,t,f,1
3180,v,g,23.08,t,1.085,b,t,60.0,0.00025,11,u,3.8,t,c,600000.0,2184,g,0,t,f,1
3181,h,g,19.42,t,1.46,b,t,80.0,0.00065,7,u,3.21,f,W,800000.0,2954,g,0,t,f,1
3182,v,g,23.33,t,0.835,b,f,160.0,0.0011625,0,y,2.05,t,W,1600000.0,300,p,0,t,f,1
3183,h,g,42.17,t,12.75,b,f,92.0,0.000504,0,u,2.08,t,q,920000.0,0,g,1,f,t,1
3184,v,g,21.25,t,1.5,b,f,150.0,0.00015,0,u,3.49,f,W,1500000.0,8,g,0,f,f,1
3185,v,g,34.17,t,0.085,b,f,290.0,0.000525,0,u,2.13,t,W,2900000.0,6,g,1,f,f,1
3186,v,g,47.75,t,7.875,a,t,0.0,0.0008,6,u,2.74,t,c,0.0,1260,g,0,t,f,1
3187,v,g,44.33,t,2.5,a,f,0.0,0.0,0,u,2.09,f,c,0.0,0,g,0,t,f,1
3188,bb,g,39.5,t,6.5,b,t,117.0,0.000425,16,u,4.24,f,c,1170000.0,1210,g,0,t,f,1
3189,v,g,41.17,t,0.5,a,t,145.0,0.00065,3,u,4.94,t,q,1450000.0,0,g,1,f,t,1
3190,h,g,29.92,t,4.335,b,f,260.0,0.0001835,0,u,1.3,f,c,2600000.0,200,g,0,t,f,1
3191,v,g,35.17,t,4.5,b,t,150.0,0.00025,7,u,4.24,f,k,1500000.0,1270,g,0,t,f,1
3192,h,g,19.17,t,0.75,a,t,96.0,0.0008585000000000001,7,u,1.69,f,cc,960000.0,0,g,0,t,f,1
3193,v,g,52.5,t,6.29,b,t,0.0,0.00065,15,u,2.22,f,k,0.0,11202,g,0,t,f,1
3194,v,g,39.92,t,0.04,b,t,200.0,0.000621,1,u,2.8,f,q,2000000.0,300,g,1,f,t,1
3195,v,g,21.33,t,3.0,b,f,0.0,0.00105,0,u,3.39,t,c,0.0,0,g,0,t,f,1
3196,v,g,35.75,t,0.75,a,t,0.0,9.15e-05,4,u,0.97,f,aa,0.0,1583,g,0,t,f,1
3197,z,g,67.75,t,13.0,b,t,0.0,0.00055,1,u,2.67,t,e,0.0,0,g,0,t,f,1
3198,h,g,32.67,t,5.25,b,f,154.0,0.0009,0,y,3.73,t,W,1540000.0,0,p,0,t,f,1
3199,bb,g,49.5,t,7.585,b,t,0.0,0.0007585,15,u,2.71,t,i,0.0,5000,g,1,f,t,1
3200,v,g,21.0,t,1.085,b,t,160.0,0.0003,8,y,2.96,t,d,1600000.0,1,p,1,f,t,1
3201,v,g,28.25,t,0.96,b,t,396.0,8.75e-05,3,u,2.32,t,m,3960000.0,0,g,0,t,f,1
3202,v,g,34.17,t,1.54,b,t,520.0,0.000154,1,u,2.89,t,cc,5200000.0,50000,g,0,t,f,1
3203,h,g,31.92,t,6.04,b,t,311.0,0.000446,3,u,1.0,f,cc,3110000.0,300,g,0,t,f,1
3204,v,g,29.5,t,0.54,a,t,380.0,4.6e-05,4,u,2.63,f,k,3800000.0,500,g,1,f,t,1
3205,v,g,23.17,t,0.085,b,f,0.0,0.0,0,u,2.89,f,cc,0.0,0,g,1,f,t,1
3206,ff,s,18.08,t,10.0,a,f,300.0,3.75e-05,0,l,2.27,t,cc,3000000.0,0,gg,1,f,f,1
3207,h,g,24.75,t,1.835,a,t,0.0,0.0003,19,u,4.02,f,q,0.0,500,g,0,t,f,1
3208,v,g,20.83,t,0.04,a,f,100.0,0.0003,0,u,4.06,f,aa,1000000.0,0,g,0,t,f,1
3209,h,g,28.0,t,4.165,b,t,181.0,0.0002,2,u,3.23,t,k,1810000.0,0,g,1,f,t,1
3210,v,g,20.42,t,2.25,b,t,100.0,0.0001835,1,u,4.02,f,c,1000000.0,150,g,1,f,t,1
3211,h,g,28.67,t,5.665,b,t,381.0,0.0009335000000000001,6,u,3.32,f,q,3810000.0,168,g,1,f,t,1
3212,v,g,21.92,t,0.04,b,t,840.0,5.4000000000000005e-05,1,y,3.38,t,x,8400000.0,59,p,1,f,t,1
3213,h,g,43.25,t,6.0,b,t,80.0,0.0003,11,u,4.28,f,q,800000.0,0,g,0,t,f,1
3214,v,g,20.42,t,1.625,b,t,200.0,0.0007,3,u,5.38,f,c,2000000.0,1391,g,0,t,f,1
3215,h,g,42.0,t,5.125,b,f,400.0,2.05e-05,0,u,3.81,f,i,4000000.0,0,g,0,t,f,1
3216,v,g,23.42,t,1.5,a,t,80.0,7.900000000000001e-05,2,y,4.27,t,q,800000.0,400,p,0,t,f,1
3217,h,g,25.17,t,0.875,a,f,360.0,0.0002875,0,u,3.3,f,x,3600000.0,0,g,1,f,t,1
3218,v,g,37.5,t,1.5,b,f,431.0,0.0001125,0,y,3.99,t,d,4310000.0,0,p,1,f,f,1
3219,v,g,36.75,t,1.5,b,f,232.0,1.25e-05,0,y,2.35,t,c,2320000.0,113,p,0,f,f,1
3220,bb,g,28.25,t,1.5,b,t,144.0,0.000504,8,y,3.93,t,c,1440000.0,7,p,1,f,t,1
3221,h,g,32.75,t,5.5,b,t,0.0,0.00015,3,u,3.22,t,cc,0.0,0,g,1,f,t,1
3222,h,g,17.83,t,1.0,a,t,0.0,0.0011,11,u,4.1,f,x,0.0,3000,g,0,t,f,1
3223,h,g,22.83,t,2.29,a,t,140.0,0.000229,7,u,3.11,t,q,1400000.0,2384,g,0,t,f,1
3224,v,g,13.75,t,1.75,b,t,120.0,0.0004,2,y,3.61,t,W,1200000.0,1000,p,1,f,t,1
3225,h,g,41.0,t,0.125,a,t,455.0,0.000204,23,y,2.26,t,q,4550000.0,1236,p,1,f,t,1
3226,h,g,23.08,t,2.125,b,t,290.0,0.00115,11,u,4.34,t,W,2900000.0,284,g,1,f,t,1
3227,v,s,20.17,t,1.71,b,f,120.0,0.0005625,0,u,4.91,f,W,1200000.0,0,g,0,t,f,1
3228,v,g,50.08,t,2.29,a,t,156.0,0.001254,3,u,1.64,t,aa,1560000.0,0,g,1,f,t,1
3229,h,g,27.0,t,4.25,b,t,312.0,7.5e-05,3,u,4.39,t,c,3120000.0,150,g,1,f,t,1
3230,v,g,38.17,t,2.5,b,t,520.0,0.0010125,6,u,4.11,f,x,5200000.0,196,g,1,f,t,1
3231,v,g,27.0,t,0.375,b,f,260.0,0.00015,0,y,1.9,t,W,2600000.0,1065,p,1,f,t,1
3232,h,g,41.17,t,7.0,b,t,320.0,0.000404,8,u,4.08,f,cc,3200000.0,0,g,0,t,f,1
3233,ff,g,65.17,t,0.0,a,t,0.0,0.0014,11,u,3.31,t,ff,0.0,1400,g,0,t,f,1
3234,v,g,23.25,t,2.375,b,t,0.0,0.00015,3,u,4.42,t,q,0.0,582,g,0,t,f,1
3235,v,g,21.83,t,0.29,b,t,121.0,0.0011,6,u,4.68,f,x,1210000.0,0,g,0,t,f,1
3236,v,g,26.0,t,1.75,b,f,280.0,0.0001,0,u,5.45,t,q,2800000.0,0,g,1,f,t,1
3237,v,g,31.67,t,1.335,b,t,303.0,8.3e-05,8,u,3.79,t,x,3030000.0,3290,g,1,f,t,1
3238,h,g,49.83,t,8.5,a,f,0.0,0.0013585000000000001,0,u,4.55,t,k,0.0,0,g,0,t,f,1
3239,bb,g,47.42,t,6.5,a,t,375.0,0.0008,6,u,4.66,f,e,3750000.0,51100,g,0,t,f,1
3240,bb,g,51.33,t,0.0,b,t,0.0,0.001,11,u,4.64,f,i,0.0,1249,g,0,t,f,1
3241,v,g,18.92,t,0.75,a,t,88.0,0.0009,2,u,3.51,f,aa,880000.0,591,g,1,f,t,1
3242,v,s,28.42,t,0.835,a,f,280.0,0.00035,0,u,3.75,f,W,2800000.0,0,g,1,f,t,1
3243,v,g,56.75,t,1.25,b,t,200.0,0.001225,4,u,2.51,t,m,2000000.0,0,g,1,f,t,1
3244,bb,g,58.42,t,10.0,a,t,0.0,0.0021,13,u,3.8,f,i,0.0,6700,g,1,f,t,1
3245,v,s,48.33,t,16.0,b,f,110.0,0.0012,0,u,4.88,f,m,1100000.0,0,g,1,f,t,1
3246,v,g,33.17,t,0.75,b,t,340.0,0.0001,7,u,2.19,t,x,3400000.0,4071,g,0,t,f,1
3247,v,g,22.42,t,2.585,a,t,129.0,0.0005665000000000001,7,u,3.55,f,q,1290000.0,3257,g,1,f,t,1
3248,v,g,18.83,t,0.085,a,f,100.0,0.0009539999999999999,0,u,1.95,f,aa,1000000.0,0,g,0,t,f,1
3249,v,g,48.58,t,0.25,b,t,380.0,2.05e-05,11,y,3.05,f,k,3800000.0,2732,p,0,t,f,1
3250,h,g,26.75,t,1.25,b,f,0.0,0.0001125,0,u,2.97,f,x,0.0,5298,g,1,f,t,1
3251,h,g,64.08,t,17.5,b,t,0.0,0.002,9,u,3.55,t,x,0.0,1000,g,0,t,f,1
3252,v,g,20.17,t,1.665,b,t,40.0,0.000925,3,u,4.19,t,c,400000.0,28,g,0,t,f,1
3253,v,g,25.67,t,1.21,b,t,140.0,0.00125,67,u,4.98,t,cc,1400000.0,258,g,1,f,t,1
3254,h,g,22.67,t,1.335,b,f,100.0,0.00105,0,u,3.15,f,q,1000000.0,0,g,1,f,t,1
3255,v,g,31.33,t,7.0,b,t,0.0,0.00195,16,u,2.27,f,c,0.0,5000,g,0,t,f,1
3256,v,g,56.42,t,28.5,b,t,0.0,0.0028,40,y,2.31,f,c,0.0,15,p,0,t,f,1
3257,v,g,24.75,t,1.5,a,t,120.0,0.00125,12,u,3.65,t,aa,1200000.0,567,g,1,f,t,1
3258,h,g,24.08,t,1.25,a,t,0.0,5e-05,1,u,3.99,f,q,0.0,678,g,0,t,f,1
3259,v,g,28.33,t,11.0,b,f,70.0,0.0005,0,u,2.96,t,W,700000.0,0,g,0,t,f,1
3260,h,g,26.92,t,5.0,a,t,0.0,0.00135,2,u,4.28,f,q,0.0,5000,g,1,f,t,1
3261,v,g,27.67,t,5.75,b,f,487.0,0.001375,0,u,4.57,t,W,4870000.0,500,g,1,f,t,1
3262,v,g,38.67,t,0.085,b,f,280.0,2.1e-05,0,u,5.16,t,k,2800000.0,0,g,0,t,f,1
3263,v,g,32.17,t,1.085,a,t,120.0,0.000146,16,u,3.45,f,W,1200000.0,2079,g,0,t,f,1
3264,h,g,32.67,t,5.5,b,t,408.0,0.00055,12,u,3.01,t,q,4080000.0,1000,g,0,t,f,1
3265,h,g,48.75,t,12.5,b,t,181.0,0.00085,9,u,1.63,f,c,1810000.0,1655,g,1,f,t,1
3266,v,g,21.0,t,2.25,b,t,80.0,0.000479,1,y,2.57,t,W,800000.0,300,p,1,f,t,1
3267,h,g,48.17,t,15.5,b,t,0.0,0.0007625,12,u,5.43,f,W,0.0,790,g,1,f,t,1
3268,h,g,39.33,t,10.0,b,t,399.0,0.0005875,14,u,1.14,t,cc,3990000.0,0,g,1,f,t,1
3269,v,g,25.08,t,0.25,a,f,370.0,0.000254,0,y,3.6,t,aa,3700000.0,0,p,0,t,f,1
3270,bb,g,23.25,t,0.25,b,f,160.0,0.0004,0,u,4.34,t,c,1600000.0,0,g,0,t,f,1
3271,v,g,30.67,t,2.0,a,t,220.0,0.0012,1,u,2.18,f,c,2200000.0,19,g,1,f,t,1
3272,bb,s,19.17,t,0.0,b,f,500.0,0.0,0,y,2.38,t,m,5000000.0,1,p,1,f,f,1
3273,h,g,36.67,t,9.0,b,f,102.0,0.000325,0,u,3.87,t,q,1020000.0,639,g,0,t,f,1
3274,h,g,23.17,t,0.46,b,t,100.0,0.0011125,1,u,4.82,f,x,1000000.0,0,g,1,f,t,1
3275,h,g,15.83,t,1.5,a,t,100.0,5.85e-05,2,u,2.35,f,c,1000000.0,0,g,0,t,f,1
3276,v,g,16.08,t,1.75,b,t,352.0,7.5e-05,5,u,3.32,t,c,3520000.0,690,g,0,t,f,1
3277,bb,g,47.0,t,5.165,a,t,0.0,0.0013,9,u,3.26,t,i,0.0,0,g,0,t,f,1
3278,bb,s,21.25,t,0.5,a,t,80.0,0.00023349999999999998,4,u,3.41,f,i,800000.0,0,g,1,f,t,1
3279,z,g,65.42,t,20.0,b,t,22.0,0.0011,7,u,4.86,t,e,220000.0,0,g,0,t,f,1
3280,v,g,20.5,t,2.0,b,t,200.0,0.00024150000000000002,11,u,4.21,t,c,2000000.0,3000,g,0,t,f,1
3281,ff,g,55.92,t,5.0,b,t,0.0,0.00115,5,u,3.16,f,ff,0.0,8851,g,1,f,t,1
3282,v,g,34.92,t,0.0,b,f,239.0,0.00025,0,u,2.45,t,W,2390000.0,200,g,0,t,f,1
3283,bb,g,56.58,t,15.0,b,t,0.0,0.00185,17,u,3.45,t,d,0.0,0,g,1,f,t,1
3284,v,g,25.17,t,1.0,b,t,0.0,0.0006,3,u,3.59,f,c,0.0,0,g,1,f,t,1
3285,v,g,25.08,t,1.665,b,t,395.0,0.000171,1,u,3.56,t,x,3950000.0,20,g,0,t,f,1
3286,v,g,57.83,t,14.0,b,t,360.0,0.000704,6,u,2.01,t,m,3600000.0,1332,g,0,t,f,1
3287,h,g,34.92,t,7.5,b,t,0.0,0.0005,6,u,2.36,t,x,0.0,1000,g,0,t,f,1
3288,v,g,33.58,t,4.25,b,t,204.0,0.000275,6,u,5.29,f,m,2040000.0,0,g,0,t,f,1
3289,v,g,22.92,t,0.04,a,f,80.0,0.0011585,0,u,2.33,f,cc,800000.0,1349,g,0,t,f,1
3290,h,g,24.5,t,1.5,a,f,280.0,5e-05,0,u,4.15,f,q,2800000.0,824,g,0,t,f,1
3291,dd,g,20.25,t,0.0,b,f,0.0,0.0009960000000000001,0,u,2.51,f,e,0.0,0,g,0,t,f,1
3292,v,g,18.5,t,1.5,b,t,120.0,0.0002,2,u,3.06,f,i,1200000.0,300,g,0,t,f,1
3293,v,g,25.17,t,0.625,b,t,0.0,0.00035,7,u,1.64,f,cc,0.0,7059,g,1,f,t,1
3294,h,g,44.33,t,5.0,b,f,320.0,5e-05,0,u,0.98,t,i,3200000.0,0,g,1,f,t,1
3295,v,g,18.08,t,0.5,b,f,80.0,0.00055,0,u,3.64,f,k,800000.0,0,g,0,t,f,1
3296,v,g,60.58,t,11.0,a,f,21.0,0.00165,0,u,4.1,t,q,210000.0,10561,g,0,t,f,1
3297,bb,g,41.5,t,3.5,b,f,216.0,0.000154,0,u,4.22,f,i,2160000.0,0,g,0,f,f,1
3298,h,g,25.75,t,0.875,a,f,491.0,5e-05,0,u,2.28,t,c,4910000.0,0,g,1,f,t,1
3299,v,g,29.25,t,5.04,b,t,168.0,0.0014789999999999998,5,u,2.06,t,aa,1680000.0,0,g,1,f,t,1
3300,v,g,36.0,t,2.0,a,t,0.0,0.0001,11,u,3.82,f,c,0.0,456,g,1,f,t,1
3301,v,g,31.67,t,3.0,b,t,250.0,0.0016164999999999999,9,u,3.98,f,d,2500000.0,730,g,0,t,f,1
3302,ff,g,60.08,t,18.0,b,t,0.0,0.00145,15,u,2.89,t,ff,0.0,1000,g,0,t,f,1
3303,v,g,22.33,t,2.0,b,t,80.0,0.0011,1,u,4.22,f,W,800000.0,278,g,0,t,f,1
3304,bb,g,40.0,t,3.5,b,t,0.0,0.00065,1,u,3.2,f,aa,0.0,500,g,0,t,f,1
3305,h,g,35.17,t,1.625,b,t,515.0,0.0025125,1,u,2.84,t,x,5150000.0,500,g,1,f,t,1
3306,bb,g,41.33,t,15.0,b,f,0.0,0.0,0,u,2.74,f,c,0.0,0,g,1,f,t,1
3307,h,g,20.75,t,0.335,a,t,80.0,0.0010335000000000001,1,u,3.65,t,cc,800000.0,50,g,1,f,t,1
3308,v,g,32.08,t,2.5,b,f,360.0,0.0004,0,u,3.13,t,m,3600000.0,0,g,1,f,t,1
3309,h,g,23.92,t,1.875,b,t,200.0,0.00015,6,u,2.73,f,d,2000000.0,327,g,1,f,t,1
3310,v,g,23.25,t,3.17,a,t,120.0,0.0005875,10,u,2.25,f,q,1200000.0,245,g,0,t,f,1
3311,h,g,46.67,t,0.415,a,t,440.0,4.6e-05,11,u,2.48,t,cc,4400000.0,6,g,1,f,t,1
3312,h,g,25.0,t,3.5,a,t,400.0,0.001233,6,u,4.82,f,cc,4000000.0,458,g,1,f,t,1
3313,v,g,25.5,t,0.25,b,t,260.0,3.75e-05,3,u,3.33,f,m,2600000.0,15108,g,0,t,f,1
3314,v,g,23.5,t,8.5,a,t,120.0,0.0009,5,u,4.58,t,q,1200000.0,0,g,1,f,t,1
3315,v,g,34.17,t,4.5,b,t,0.0,0.000917,12,u,1.9,t,c,0.0,221,g,1,f,t,1
3316,v,g,27.83,t,3.75,b,t,100.0,0.000154,5,u,2.33,t,W,1000000.0,3,g,0,t,f,1
3317,v,g,36.75,t,5.0,a,f,0.0,0.0005125,0,u,2.75,t,e,0.0,4000,g,0,t,f,1
3318,h,g,47.25,t,2.75,a,t,333.0,7.5e-05,1,u,2.75,f,q,3330000.0,892,g,0,t,f,1
3319,v,g,33.67,t,0.375,a,f,300.0,3.75e-05,0,u,4.05,f,cc,3000000.0,44,g,1,f,f,1
3320,h,g,45.0,t,14.0,b,t,88.0,0.00085,1,u,2.8,t,cc,880000.0,2000,g,0,t,f,1
3321,h,g,33.17,t,6.5,b,f,164.0,0.00010400000000000001,0,u,3.9,t,r,1640000.0,31285,g,1,f,t,1
3322,h,g,25.0,t,1.04,a,f,160.0,8.75e-05,0,u,1.98,t,x,1600000.0,5860,g,0,t,f,1
